timestamp_start,length_mean,length_range,length_median,ttl_mean,ttl_range,ttl_median,payload_length_mean,payload_length_range,payload_length_median,most_freq_highest_layer,most_freq_src_port,most_freq_dst_port,most_freq_protocol,most_freq_tcp_flags,label,duration
46.920978,147.0,882,87.0,63.55,1.0,64.0,93.6,882.0,33.0,Raw,Registered,Well-known,6.0,PA,normal,0.7827151138963907
47.097677,367.1,1241,137.0,63.65,1.0,64.0,307.7,1229.0,83.0,Raw,Registered,Registered,6.0,PA,normal,0.8190946369573435
47.368414,206.4,1205,89.0,63.4,1.0,63.0,151.8,1193.0,35.0,Raw,Well-known,Registered,6.0,PA,normal,0.9096807378065175
48.15892,535.6,1230,292.5,64.0,0.0,64.0,473.2,1230.0,226.5,Raw,Registered,Well-known,6.0,PA,normal,0.9440974791032376
49.333674,583.25,1232,295.0,64.0,0.0,64.0,517.25,1232.0,229.0,Raw,Registered,Well-known,6.0,PA,normal,0.9913229011205986
51.715705,336.0,1242,99.0,63.8,1.0,64.0,279.0,1230.0,51.0,Raw,Registered,Well-known,6.0,PA,normal,0.9532664359360121
53.024427,441.55,1241,66.0,73.3,191.0,64.0,380.95,1229.0,6.0,Raw,Registered,Well-known,6.0,A,normal,0.952077398470111
54.3153,462.05,1238,180.5,64.0,0.0,64.0,396.65,1232.0,115.0,Raw,Registered,Well-known,6.0,PA,normal,0.978356948757471
56.073057,512.55,1253,180.5,63.94444444444444,1.0,64.0,498.5,1229.0,226.5,Raw,Registered,Well-known,6.0,PA,normal,0.9589649152876978
57.763951,583.15,1226,295.0,64.0,0.0,64.0,517.15,1226.0,229.0,Raw,Registered,Well-known,6.0,PA,normal,0.9781809053895385
59.813303,583.25,1229,295.0,64.0,0.0,64.0,517.25,1229.0,229.0,Raw,Registered,Well-known,6.0,PA,normal,0.9776973566799909
61.854324,513.4,1239,180.5,63.95,1.0,64.0,448.6,1227.0,115.0,Raw,Registered,Well-known,6.0,PA,normal,0.9751978077646477
63.547041,206.65,1161,66.0,63.75,1.0,64.0,147.25,1149.0,6.0,Raw,Registered,Well-known,6.0,A,normal,0.902747273600986
64.269846,513.2,1242,180.5,63.9,1.0,64.0,449.0,1230.0,117.5,Raw,Registered,Well-known,6.0,A,normal,0.9585977741921277
65.945457,513.6,1239,183.0,63.95,1.0,64.0,448.8,1227.0,117.5,Raw,Registered,Well-known,6.0,PA,normal,0.9744190904441339
67.623884,583.25,1229,295.0,64.0,0.0,64.0,517.25,1229.0,229.0,Raw,Registered,Well-known,6.0,PA,normal,0.9915871484167367
69.676157,394.5,1224,117.5,64.0,0.0,64.0,349.7894736842105,1224.0,80.0,Raw,Registered,Well-known,6.0,PA,normal,0.9366290699358694
70.763643,411.85,1235,130.0,64.0,0.0,64.0,384.05555555555554,1229.0,178.0,Raw,Registered,Well-known,6.0,PA,normal,0.961548240112196
72.206244,515.95,1241,188.0,63.94444444444444,1.0,64.0,498.3888888888889,1229.0,226.5,Raw,Registered,Well-known,6.0,PA,normal,0.9845450162822134
74.152816,389.75,1251,66.0,63.8235294117647,1.0,64.0,385.70588235294116,1227.0,6.0,Raw,Registered,Well-known,6.0,A,normal,0.9324624705272844
75.177434,322.35,1245,66.0,63.94444444444444,1.0,64.0,287.8333333333333,1221.0,2.5,TCP,Registered,Well-known,6.0,A,normal,0.9725152959291146
76.824548,515.3,1227,188.0,64.0,0.0,64.0,471.89473684210526,1227.0,224.0,Raw,Registered,Well-known,6.0,PA,normal,0.9377769742718539
77.918684,516.55,1229,188.0,64.0,0.0,64.0,498.3888888888889,1229.0,226.5,Raw,Registered,Well-known,6.0,PA,normal,0.9887617804204691
79.904373,464.75,1230,195.5,74.05263157894737,191.0,64.0,419.1578947368421,1230.0,224.0,Raw,Registered,Well-known,6.0,PA,normal,0.958724380797435
81.939381,582.2,1240,295.0,63.95,1.0,64.0,517.4,1228.0,229.0,Raw,Registered,Well-known,6.0,PA,normal,0.9596841595988401
83.983326,320.25,1232,66.0,63.75,1.0,64.0,259.65,1220.0,5.5,TCP,Registered,Well-known,6.0,A,normal,0.9302459924775096
84.982583,516.2,1234,190.5,64.0,0.0,64.0,498.6666666666667,1228.0,229.0,Raw,Registered,Well-known,6.0,PA,normal,0.9429880694783888
86.40776,260.9,1240,79.5,63.65,1.0,64.0,203.3,1228.0,22.5,Raw,Registered,Well-known,6.0,A,normal,0.8918152232132056
87.096416,200.2,1161,60.0,63.63157894736842,1.0,64.0,148.42105263157896,1149.0,6.0,TCP,Well-known,Well-known,6.0,A,normal,0.9205713693478542
